event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,description,veh_type,corridor,priority,police_station,closed_datetime,resolved_datetime,zone,junction,zone_known,junction_known,hour_of_day,day_of_week,month,is_weekend,is_public_holiday,corridor_rolling_7d,corridor_rolling_30d,zone_rolling_7d,zone_rolling_30d,h3_cell,police_station_rolling_30d,priority_target,closure_target,clearance_time_minutes
unplanned,13.1853883,77.6418683,"Bengaluru Bellary Road, Meenakunte, Bengaluru, Karnataka. Pin-562157 (India)",accident,False,2024-01-03 02:03:27.965000+00:00,closed,no,ನಮಸ್ತೆ ಸರ್ ಕ್ಲಾಸ್ 58AK8782 ಬೊಲೆರೋ ಗೂಡ್ಸ್ ವಾಹನ ಸ್ವಯಂ ಅಪಘಾತವಾಗಿದ್ದು ಓನ್ಲಿ ವೆಹಿಕಲ್ ಡಾಮಿ ಸರ್ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ಅಡಚಣೆ ಇರುವುದಿಲ್ಲ,Unknown_VehType,Bellary Road 2,High,Chikkajala,2024-01-03 02:33:15.228535+00:00,,Zone_Unknown,Junction_Unknown,False,False,2,2,1,0,0,18,82,24,110,87601690dffffff,18,High,0,29.787725583333334
unplanned,13.0288242,77.6313872,"MBT Road, Grace Town, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,2024-01-03 02:05:37.026000+00:00,closed,no,Stating prablm,heavy_vehicle,Airport New South Road,High,K.G. Halli,2024-01-03 03:52:45.159948+00:00,,North Zone 1,Other_Junction,True,True,2,2,1,0,0,10,33,28,158,8761892ccffffff,20,High,0,107.1355658
unplanned,13.1854657,77.6420641,"Bengaluru Bellary Road, Meenakunte, Bengaluru, Karnataka. Pin-562157 (India)",accident,False,2024-01-03 02:14:25.909516+00:00,closed,yes,,Unknown_VehType,Bellary Road 2,High,Chikkajala,,,Zone_Unknown,Junction_Unknown,False,False,2,2,1,0,0,19,83,24,111,87601690cffffff,19,High,0,
unplanned,13.0528197,77.6459627,"Hennur Main Road, K Narayanpura Cross, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",others,False,2024-01-03 03:56:41.986000+00:00,closed,yes,ಸರ್ ನಮಸ್ತೆ ಹೆಣ್ಣೂರ್ ಬಾಗಳೂರ್ ಮುಖ್ಯ ರಸ್ತೆ ಕೆ ನಾರಾಯಣಪುರ ಜಂಕ್ಷನ್ ಬಿ ಡಬ್ಲ್ಯೂ ಎಸ್ ಎಸ್ ಬಿ ಅವರು ವಾಟರ್ ಪೈಪ್ ವರ್ಕ್ ಮಡ್ತಾ ಇದ್ದಾರೆ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೂಮೆಂಟ್ ಇದೆ ಸರ್,Unknown_VehType,Non-corridor,Low,Hennuru,2024-01-30 04:19:19.036553+00:00,,East Zone 2,Junction_Unknown,True,False,3,2,1,0,0,128,647,13,74,8761892c3ffffff,55,Low,0,10000.0
unplanned,12.99892,77.5410733,"Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)",vehicle_breakdown,True,2024-01-03 04:10:56.658000+00:00,closed,yes,Bmtc bus wheel jam at shankarmutt signal,bmtc_bus,Non-corridor,Low,Vijayanagara,,,West Zone 2,Other_Junction,True,True,4,2,1,0,0,127,648,41,155,876014586ffffff,10,Low,1,
unplanned,12.923575,77.655095,"Outer Ring Road, SM Industrial Estate, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2024-01-03 04:16:40.358000+00:00,closed,yes,27th downramp to [LOCATION] slow moment ide sir,lcv,ORR East 1,High,Bellandur,,,Central Zone 1,Junction_Unknown,True,False,4,2,1,0,0,1,31,20,117,876189255ffffff,15,High,0,
unplanned,12.9692815,77.7357346,"Borewell Road, Dr BR Ambedkar Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",vehicle_breakdown,False,2024-01-03 04:21:29.885000+00:00,closed,no,Vehicle ಕ್ಲತ್ ಪ್ಲೇಟ್ problem,others,Non-corridor,Low,Whitefield,2024-01-03 05:12:58.185827+00:00,,East Zone 1,Junction_Unknown,True,False,4,2,1,0,0,128,649,28,99,87618921dffffff,32,Low,0,51.47168045
unplanned,12.9562983,77.54672,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",others,False,2024-01-03 04:27:46.175000+00:00,closed,yes,Off road [PERSON] junction incoming side sir,Unknown_VehType,Mysore Road,High,Byatarayanapura,2024-01-09 19:57:43.978169+00:00,,West Zone 2,SatteliteBusStandJunc,True,True,4,2,1,0,0,38,156,42,156,8760145a2ffffff,61,High,0,9569.963386149999
unplanned,13.0977513,77.5990296,"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-01-03 04:52:09.778000+00:00,closed,yes,Car Breakdown at Raitar Sante Vidyashilp Towards Raitar Sante,taxi,Bellary Road 2,High,Yelahanka,,,North Zone 2,Other_Junction,True,True,4,2,1,0,0,20,83,34,182,876016966ffffff,87,High,0,
unplanned,12.9539526,77.500882,"Kengeri Main Road, MK Layout, Jnana Jyothi Nagar, Bengaluru, Karnataka. Pin-560056 (India)",vehicle_breakdown,False,2024-01-03 05:18:46.988000+00:00,closed,yes,Bmtc bus off road agide Sir,bmtc_bus,Non-corridor,Low,Jnanabharathi,2024-01-03 06:11:40.026109+00:00,,West Zone 1,Other_Junction,True,True,5,2,1,0,0,128,649,44,179,8760145aeffffff,23,Low,0,52.883968483333334
unplanned,12.9255946,77.6002508,"Bannerghatta Main Road, Jalabhavana Layout, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",vehicle_breakdown,False,2024-01-03 05:19:51.092000+00:00,closed,yes,Milk van upload near at [PERSON] towards outgoing sir,others,Bannerghata Road,High,Jayanagara,,,South Zone 1,Other_Junction,True,True,5,2,1,0,0,7,60,18,109,87618925dffffff,12,High,0,
unplanned,12.9733973,77.6111281,"Field Marshal KM Cariappa Road, Bangalore Central, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",vehicle_breakdown,False,2024-01-03 05:27:42.130000+00:00,closed,yes,"In front  0f Mayo hall court, traffic slow from residence road towards mayo hall signal.",bmtc_bus,Old Madras Road,High,Ashok Nagar,2024-01-03 06:32:50.604942+00:00,,Central Zone 1,Other_Junction,True,True,5,2,1,0,0,7,40,21,118,87618925affffff,34,High,0,65.14124903333332
unplanned,12.9878558,77.5597174,"80 Feet Ring Road, Block 4, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",others,False,2024-01-03 05:37:30.654000+00:00,closed,yes,Air lock BMTC,Unknown_VehType,Non-corridor,Low,Rajajinagar,2024-04-20 06:16:08.118135+00:00,,West Zone 2,Other_Junction,True,True,5,2,1,0,0,129,650,41,156,8760145b1ffffff,25,Low,0,10000.0
unplanned,12.9738552,77.6231945,"Old Madras Road, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",vehicle_breakdown,False,2024-01-03 05:38:26.517000+00:00,closed,yes,ಇಂಜಿನ್ ಪ್ರಾಬ್ಲಮ್ ಸರ್,heavy_vehicle,Old Madras Road,High,Halasur,,,Central Zone 2,Other_Junction,True,True,5,2,1,0,0,8,41,57,283,8761892edffffff,18,High,0,
unplanned,12.9116306,77.6264009,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2024-01-03 05:50:24.334000+00:00,closed,yes,Roopena agrahar to bommanalli [LOCATION] main road sir...,bmtc_bus,Hosur Road,High,HSR Layout,,,South Zone 2,Junction_Unknown,True,False,5,2,1,0,0,16,94,25,206,876189242ffffff,15,High,0,
unplanned,12.9114,77.6264117,"Hosur Road, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2024-01-03 05:53:18.340000+00:00,closed,yes,Roopena agrahar to bommanalli [LOCATION] main road sir...,bmtc_bus,Hosur Road,High,HSR Layout,,,South Zone 2,Junction_Unknown,True,False,5,2,1,0,0,17,95,26,207,876189242ffffff,16,High,0,
unplanned,13.01849405,77.55834315,"Mumbai Bengaluru Highway, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",others,False,2024-01-03 05:53:28.522000+00:00,closed,yes,Water leakage problem at MSR sir,Unknown_VehType,Tumkur Road,High,Yeshwanthpura,2024-01-08 21:12:12.948912+00:00,,West Zone 2,YeshwanthpuraCircle,True,True,5,2,1,0,0,17,83,42,157,8760145b3ffffff,51,High,0,8118.740448533334
unplanned,13.0403108,77.5185455,"SM Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,2024-01-03 05:55:14.708000+00:00,closed,yes,,lcv,Tumkur Road,High,Chikkabanavara,,,North Zone 2,JalahalliCross(SM Circle),True,True,5,2,1,0,0,18,84,35,183,876014591ffffff,28,High,0,
unplanned,12.9887556,77.4994315,"Magadi Main Road, Janapriya Bharat Enclave, Sri Venkateshwara Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",pot_holes,False,2024-01-03 05:56:04.051000+00:00,closed,yes,2 X 3 feet.lenth.,Unknown_VehType,Magadi Road,High,Kamakshipalya,2024-01-08 23:43:47.407542+00:00,,West Zone 1,Junction_Unknown,True,False,5,2,1,0,0,7,42,45,179,876014581ffffff,32,High,0,8267.722609033333
unplanned,12.940615,77.5248214,"Mysore Road, Dr Ambedkar Nagar, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2024-01-03 06:07:30.824000+00:00,closed,yes,Gear problem,heavy_vehicle,Mysore Road,High,Byatarayanapura,,,West Zone 1,Junction_Unknown,True,False,6,2,1,0,0,38,157,46,180,8760145a1ffffff,60,High,0,
unplanned,12.9840518,77.5747623,"Padmabhushan Dr RK Srikantan Road, Kalpataru Kalpavriksha, Madhava Nagar, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-01-03 06:09:28.278000+00:00,closed,no,Kino junction to [PERSON] circle bmtc bus puncture sir,bmtc_bus,Non-corridor,Low,Sheshadripuram,2024-01-03 06:47:01.923747+00:00,,Central Zone 2,Other_Junction,True,True,6,2,1,0,0,130,651,58,284,8760145b0ffffff,29,Low,0,37.56076245
unplanned,12.93285285,77.51630304,"Sri Sri Sri Tiruchi Mahaswamiji Road, Ideal Home Township, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",vehicle_breakdown,False,2024-01-03 06:15:42.955000+00:00,closed,yes,Vehicle clutch plate problem,bmtc_bus,Non-corridor,Low,Kengeri,2024-01-03 07:23:22.175291+00:00,,West Zone 1,Other_Junction,True,True,6,2,1,0,0,131,652,47,181,8760145a1ffffff,10,Low,0,67.65367151666666
unplanned,12.9894791,77.5733221,"Subedar Chatram Road, Shree MG Seshadri Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",vehicle_breakdown,False,2024-01-03 06:17:38.783000+00:00,closed,yes,BMTC BUS OFFROAD NEAR [LOCATION] TRAFFIC PS LIMITS,bmtc_bus,Non-corridor,Low,Sheshadripuram,,,Central Zone 2,Other_Junction,True,True,6,2,1,0,0,132,653,59,285,8760145b0ffffff,30,Low,0,
unplanned,12.9560905,77.6056897,"Hosur Road, Muniswamy Garden, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",vehicle_breakdown,True,2024-01-03 06:21:44.345000+00:00,closed,yes,Hossur road off road lare [LOCATION] junction madam,heavy_vehicle,Hosur Road,High,Ashok Nagar,2024-01-03 08:15:19.475618+00:00,,Central Zone 1,Other_Junction,True,True,6,2,1,0,0,18,96,22,119,87618925affffff,35,High,1,113.5855103
unplanned,13.0236503,77.7163139,"MBT Road, MC Sarovar Apartment, Sidhappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,2024-01-03 06:41:53.656000+00:00,closed,yes,[PERSON] towards battarahalli service Road sir,heavy_vehicle,Non-corridor,Low,K.R. Pura,2024-01-03 07:08:04.783253+00:00,,East Zone 2,Junction_Unknown,True,False,6,2,1,0,0,133,654,14,75,8761892f5ffffff,42,Low,0,26.185454216666667
unplanned,13.1355168,77.617415,"Bengaluru Bellary Road, Bharthi Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",vehicle_breakdown,False,2024-01-03 07:55:12.630000+00:00,closed,yes,Near a 23  to wards city pravite bus starting problem sir,private_bus,Bellary Road 2,High,Yelahanka,,,Zone_Unknown,Junction_Unknown,False,False,7,2,1,0,0,21,83,23,112,876016974ffffff,87,High,0,
planned,12.9666312,77.6094453,"Richmond Road, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",protest,False,2024-01-03 07:56:22.136000+00:00,closed,yes,,Unknown_VehType,Mysore Road,High,Ashok Nagar,2024-01-03 08:27:02.045936+00:00,,Central Zone 1,Other_Junction,True,True,7,2,1,0,0,37,158,23,119,87618925affffff,35,High,0,30.6651656
unplanned,12.9820066,77.597007,"Queens Road, Prestige Minsk Square, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-01-03 07:58:51.055000+00:00,closed,yes,Vehicle starting problem,bmtc_bus,CBD 2,High,Shivajinagar,,,Central Zone 2,Other_Junction,True,True,7,2,1,0,0,8,25,59,286,8760145b4ffffff,22,High,0,
unplanned,12.9819349,77.5969144,"Queens Road, Prestige Minsk Square, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-01-03 08:02:14.328000+00:00,closed,yes,Vehicle brake down,bmtc_bus,CBD 2,High,Cubbon Park,,,Central Zone 2,Other_Junction,True,True,8,2,1,0,0,9,26,60,287,8760145b4ffffff,41,High,0,
unplanned,12.9863177,77.6451779,"1st Cross Road, New Baiyappanahalli, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2024-01-03 08:04:03.850000+00:00,closed,yes,Vehicle breakdown at 80feet junction om road towards ngef,ksrtc_bus,Old Madras Road,High,Banaswadi,,,Central Zone 1,Other_Junction,True,True,8,2,1,0,0,9,42,24,120,8761892ecffffff,52,High,0,
unplanned,12.9859017,77.6452394,"Old Madras Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2024-01-03 08:13:18.057000+00:00,closed,yes,Breakdown at 80feet road junction om road towards ngef,ksrtc_bus,Old Madras Road,High,Banaswadi,,,Central Zone 1,Other_Junction,True,True,8,2,1,0,0,10,43,25,121,8761892ecffffff,53,High,0,
unplanned,13.0142186,77.5305288,"16th A Main Road, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",tree_fall,False,2024-01-03 08:52:34.331000+00:00,closed,yes,[PERSON] ನಗರ ಬ್ರಿಡ್ಜ್ ಬಳಿ ಮರ ತುಂಡಾಗಿ ಬಿದ್ದಿದೆ.,Unknown_VehType,Non-corridor,Low,Rajajinagar,2024-01-14 05:53:39.278440+00:00,,West Zone 1,Junction_Unknown,True,False,8,2,1,0,0,133,655,47,182,876014582ffffff,26,Low,0,10000.0
unplanned,12.8701219,77.6533122,"Hosur Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,2024-01-03 09:13:15.539000+00:00,closed,yes,HGV vehicle break down near hosaroad signal towards [LOCATION] sir,heavy_vehicle,Hosur Road,High,Electronic City,,,South Zone 2,Other_Junction,True,True,9,2,1,0,0,19,96,27,208,876189244ffffff,29,High,0,
unplanned,12.860422,77.6609334,"Electronics City Flyover, Oracle Ridge, Beretana Agarhara, Bengaluru, Karnataka. Pin-560100 (India)",accident,False,2024-01-03 11:47:24.047000+00:00,closed,yes,On fly over towards hosur chain accident traffic slow movement sir,Unknown_VehType,Non-corridor,Low,Electronic City,,,South Zone 1,Junction_Unknown,True,False,11,2,1,0,0,132,656,19,110,876189262ffffff,30,Low,0,
unplanned,12.9407201,77.5247945,"Mysore Road, Dr Ambedkar Nagar, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2024-01-03 12:20:16.067000+00:00,closed,yes,Gear box problem,heavy_vehicle,Mysore Road,High,Byatarayanapura,,,West Zone 1,Junction_Unknown,True,False,12,2,1,0,0,38,159,45,183,8760145a1ffffff,61,High,0,
unplanned,12.9860725,77.6465962,"Old Madras Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2024-01-03 12:39:52.459000+00:00,closed,yes,Vehicle breakdown near 80feet juction om road towards ngef,ksrtc_bus,Old Madras Road,High,Jeevanbheemanagar,,,Central Zone 1,Other_Junction,True,True,12,2,1,0,0,11,44,26,122,8761892ecffffff,18,High,0,
unplanned,13.0981321,77.5985547,"Raithara Santhe Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-01-03 19:21:25.976000+00:00,closed,yes,"HGV Breakdown at Near Raitar Sante under pass towords Kogilu, due to Wheel problem",heavy_vehicle,Bellary Road 2,High,Yelahanka,,,North Zone 2,Other_Junction,True,True,19,2,1,0,0,22,84,34,184,876016966ffffff,88,High,0,
unplanned,12.9113234,77.6264372,"Hosur Road, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",accident,False,2024-01-03 19:48:41.590000+00:00,closed,yes,ರೂಪೇನ ಅಗ್ರಹಾರ ಸರ್ವಿಸ್ ರೋಡ್ ಇಂದ ಬಂದು ಮೇನ್ ರೋಡ್ ಬೇರೆಕೇಡ್ ಟಚ್ ಮಾಡಿ ಆಕ್ಸಿಡೆಂಟ್ ಆಗಿರುವುದು ಯಾವುದೇ ತೊಂದರೆ ಆಗಿರುವುದಿಲ್ಲ ವೆಹಿಕಲ್ ಡ್ಯಾಮೇಜ್ ಓನ್ಲಿ ಟ್ರಾಫಿಕ್ ನಾರ್ಮಲ್ ಇದೆ ಸರ್,Unknown_VehType,Hosur Road,High,HSR Layout,,,South Zone 2,Junction_Unknown,True,False,19,2,1,0,0,18,97,28,209,876189242ffffff,17,High,0,
unplanned,13.0055784,77.6627912,"3rd Cross Road, Jala, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,2024-01-03 20:02:49.072000+00:00,closed,yes,puncture,others,ORR North 1,High,Banaswadi,,,Central Zone 1,Junction_Unknown,True,False,20,2,1,0,0,3,49,24,123,8761892eeffffff,54,High,0,
unplanned,12.9574145,77.5522863,"Mysore Road, PMM Compound, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2024-01-03 20:08:46.458000+00:00,closed,yes,ಬ್ರೇಕ್ ಸಮಸ್ಯೆ ಯಾಗಿದೆ ಸರ್,heavy_vehicle,Mysore Road,High,Chamarajpet,2024-01-03 21:23:57.297588+00:00,,Central Zone 2,toll gate mysore road,True,True,20,2,1,0,0,38,159,56,288,8760145a2ffffff,34,High,0,75.1806598
unplanned,12.9531804,77.5416369,"Mysore Road, KR Market Road Junction, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2024-01-03 20:24:39.040000+00:00,closed,yes,Outgoing traffic movement one side movment hogtide,bmtc_bus,Mysore Road,High,Byatarayanapura,2024-01-03 20:45:41.413660+00:00,,West Zone 2,SatteliteBusStandJunc,True,True,20,2,1,0,0,39,160,41,156,8760145a0ffffff,61,High,0,21.039561
unplanned,13.0455662,77.5069271,"Mumbai Bengaluru Highway, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",vehicle_breakdown,False,2024-01-03 20:28:30.617000+00:00,closed,yes,",,",bmtc_bus,Tumkur Road,High,Chikkabanavara,,,North Zone 2,HesaraghattaJunction,True,True,20,2,1,0,0,17,84,34,185,87601459effffff,29,High,0,
unplanned,12.84074,77.6771133,"Hosur Road, Salarpuria Sattva Alexandria Tech Park, Veerasandra Industrial Area, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,2024-01-03 20:41:18.802000+00:00,closed,yes,[PERSON] nearTowards [PERSON] near this vehicle air problem so offroad side [PERSON] one side slow [PERSON] sir,heavy_vehicle,Non-corridor,Low,Electronic City,,,Zone_Unknown,Other_Junction,False,True,20,2,1,0,0,127,656,24,113,876189266ffffff,31,Low,0,
unplanned,12.9603849,77.514233,"Nagarabhavi Main Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,2024-01-03 20:54:14.688000+00:00,closed,yes,ಡಿಸೆಲ್ ಖಾಲಿ ಹಾಗಿ ನಿಂತಿದ್ದು ಸ್ವಲ್ಪ ಸಮಯದಲ್ಲಿ ರಿಮೂವ್ಡ್ ಹಾಗುತ್ತೆ,truck,Non-corridor,Low,Jnanabharathi,2024-01-03 21:48:50.851748+00:00,,West Zone 1,Junction_Unknown,True,False,20,2,1,0,0,128,657,45,184,876014585ffffff,23,Low,0,54.602729133333334
planned,12.9694732,77.7006228,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,False,2024-01-03 21:02:56.581000+00:00,closed,yes,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,Unknown_VehType,ORR East 2,High,HAL Old Airport,,,East Zone 1,Junction_Unknown,True,False,21,2,1,0,0,5,28,28,100,8761892e4ffffff,44,High,0,
unplanned,12.90708248,77.54605802,"Balaji Nagar Road, Vallabha Nagar, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",road_conditions,False,2024-01-03 21:08:03.340000+00:00,closed,yes,Due road digging vehicle flowing slow moment,Unknown_VehType,Non-corridor,Low,K.S. Layout,2024-01-04 09:25:57.411938+00:00,,South Zone 1,Other_Junction,True,True,21,2,1,0,0,129,658,20,111,87618924bffffff,30,Low,0,737.9011989666667
unplanned,12.8985555,77.6003855,"Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",vehicle_breakdown,False,2024-01-03 21:10:54.754000+00:00,closed,yes,Infrontof of Mahindra service center lgv off road due to bearing got broken have left side no problem to traffic from hsbc to [LOCATION] junction sir,lcv,Bannerghata Road,High,Mico Layout,,,South Zone 2,Other_Junction,True,True,21,2,1,0,0,7,61,28,210,87618924effffff,25,High,0,
unplanned,12.8405554,77.6518242,"Neeladri Road, Concorde Manhattans, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,2024-01-03 21:11:12.334000+00:00,closed,yes,,bmtc_bus,Non-corridor,Low,Electronic City,2024-01-03 22:54:51.063232+00:00,,Zone_Unknown,Junction_Unknown,False,False,21,2,1,0,0,130,659,25,114,876189260ffffff,32,Low,0,103.64548719999999
unplanned,13.0555376,77.5969484,"Dasarahalli Main Road, Brigade Caladium, Amrutha Nagar C Sector, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",accident,False,2024-01-03 21:24:17.783631+00:00,closed,yes,,Unknown_VehType,Non-corridor,Low,Hebbala,,,North Zone 1,Other_Junction,True,True,21,2,1,0,0,131,660,27,155,8761892cbffffff,34,Low,0,
unplanned,12.9603888,77.606344,"Hosur Road, Sir Mirza Ismail Nagar, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",others,False,2024-01-03 21:29:16.148000+00:00,closed,yes,ರೋಡ್ ಮಧ್ಯ ಭಾಗದಿಂದ ಸೈಡಿಗೆ ಹಾಕಿಸಿ ಏನು [PERSON] ಇಲ್ಲ,Unknown_VehType,Hosur Road,High,Ashok Nagar,2024-01-04 06:04:05.356427+00:00,,Central Zone 1,Other_Junction,True,True,21,2,1,0,0,19,98,25,124,87618925affffff,36,High,0,514.82014045
unplanned,12.9003945,77.6007393,"1st Cross Road, Bruchini Palya Industrial Area, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",vehicle_breakdown,False,2024-01-03 21:34:59.353000+00:00,closed,yes,In [LOCATION] bus stop bmtc bus off road due to gear box problem have left side no problem to traffic from hsbc to [LOCATION] junction sir,bmtc_bus,Bannerghata Road,High,J.P. Nagar,,,South Zone 2,Other_Junction,True,True,21,2,1,0,0,8,62,29,211,87618924effffff,25,High,0,
unplanned,12.9348257,77.6909623,"Outer Ring Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,2024-01-03 21:35:39.418000+00:00,closed,yes,ನಮಸ್ಕಾರ ಮೇಡಂ ದೇವರು ಬಿಸ್ನಳ್ಳಿ ಜಂಕ್ಷನ್ ಇಂದ್ ಕಾಡು ಬಿಸ್ನಳ್ಳಿ ಜಂಕ್ಷನ್ ಕಡೆಗೆ ಹೋಗುವ ರಸ್ತೆಯಲ್ಲಿ  ಕಲ್ಯಾಣ್ ಟೆಕ್ ಪಾರ್ಕ್  ಬಸ್ ಸ್ಟಾಪ್ ಹತ್ತಿರ ಬಿಎಂಟಿಸಿ ವಾಹನವು  ಬ್ರೇಕ್ ಡೌನ್ ವಾಗಿದೆ ಮೇಡಂ ಟ್ರಾಫಿಕ್ ಯಾವುದೇ ಸಮಸ್ಯೆ ಇರುವುದಿಲ್ಲ ಮೇಡಂ,bmtc_bus,ORR East 1,High,HAL Old Airport,,,East Zone 1,Junction_Unknown,True,False,21,2,1,0,0,2,32,29,101,876189209ffffff,45,High,0,
unplanned,12.9890321,77.5078508,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-01-03 22:32:46.218000+00:00,closed,no,[PERSON] upload at ashray outgoing side traffic slow moment sir,others,Magadi Road,High,Kamakshipalya,2024-01-03 23:04:11.686287+00:00,,West Zone 1,Junction_Unknown,True,False,22,2,1,0,0,8,43,46,185,876014580ffffff,33,High,0,31.42447145
unplanned,12.9942411,77.6156991,"Wheeler Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",pot_holes,False,2024-01-03 22:38:51.342000+00:00,active,yes,"Infront of Barbarco, near [LOCATION] junction sir",Unknown_VehType,Non-corridor,Low,Pulikeshinagar(F.Town),,,North Zone 1,Other_Junction,True,True,22,2,1,0,0,129,658,27,156,8761892e9ffffff,17,Low,0,
planned,13.1871368,77.680719,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",construction,False,2024-01-03 22:46:14.919000+00:00,closed,yes,Light update on main road,Unknown_VehType,Non-corridor,Low,Chikkajala,,,Zone_Unknown,Junction_Unknown,False,False,22,2,1,0,0,130,659,26,115,876016901ffffff,20,Low,0,
unplanned,12.974094,77.508972,"Kengeri Main Road, Bayamma Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-01-03 22:52:56.454000+00:00,closed,yes,Traffic no problem normal traffic sir,bmtc_bus,Non-corridor,Low,Jnanabharathi,2024-01-03 23:04:58.017276+00:00,,West Zone 1,Junction_Unknown,True,False,22,2,1,0,0,131,660,47,186,876014585ffffff,24,Low,0,12.0260546
