event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,status,veh_type,corridor,priority,police_station,closed_datetime,resolved_datetime,zone,junction,zone_known,junction_known,hour_of_day,day_of_week,month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,hour_bin,is_public_holiday,corridor_rolling_7d,corridor_rolling_30d,zone_rolling_7d,zone_rolling_30d,police_station_rolling_30d,police_station_rolling_7d,cause_x_corridor,cause_x_hour_bin,weekend_x_hour_bin,type_x_cause,h3_cell,events_within_1km,events_within_3km,events_within_5km,police_station_freq,h3_cell_freq,corridor_freq,desc_has_accident,desc_has_tree,desc_has_fire,desc_has_vip,desc_has_protest,priority_target,closure_target,clearance_time_minutes,clearance_time_log
unplanned,12.9576748,77.5031956,"Kengeri Main Road, Vishveshwarya Layout, Mallathahalli, Bengaluru, Karnataka. Pin-560056 (India)",vehicle_breakdown,False,2024-01-09 03:28:48.640000+00:00,closed,bmtc_bus,Non-corridor,Low,Jnanabharathi,2024-01-09 04:45:57.716055+00:00,,West Zone 1,Other_Junction,True,True,3,1,1,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,night,0,127,658,46,192,36,15,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,0_night,unplanned_vehicle_breakdown,8760145aeffffff,15,85,258,0.016987179487179486,0.004807692307692308,0.38493589743589746,0,0,0,0,0,Low,0,77.15126758333334,4.358646276612252
unplanned,12.9746483,77.5702833,"1st Cross Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",vehicle_breakdown,False,2024-01-09 03:42:24.778000+00:00,closed,bmtc_bus,Non-corridor,Low,Chamarajpet,2024-01-09 04:26:59.167134+00:00,,Central Zone 2,Other_Junction,True,True,3,1,1,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,night,0,128,659,65,280,30,6,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,0_night,unplanned_vehicle_breakdown,8760145b5ffffff,79,460,902,0.01986542774751682,0.035885933995514256,0.3851329702018584,0,0,0,0,0,Low,0,44.57315223333333,3.8193187763162335
unplanned,13.0199049,77.709868,"2nd Main Road, Hosabasavanapura, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,True,2024-01-09 05:11:34.705000+00:00,closed,others,Non-corridor,Low,K.R. Pura,2024-01-09 06:09:55.335348+00:00,,East Zone 2,Junction_Unknown,True,False,5,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,night,0,128,656,19,77,44,13,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,0_night,unplanned_vehicle_breakdown,8761892f5ffffff,23,66,114,0.02688,0.00832,0.38496,0,0,0,0,0,Low,1,58.34383913333333,4.083348309994931
unplanned,12.9166554,77.6017984,"Silk Board Double Decker Flyover, GKS Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",vehicle_breakdown,False,2024-01-09 06:11:44.643000+00:00,closed,others,Bannerghata Road,High,Mico Layout,2024-01-09 07:23:39.269300+00:00,,South Zone 2,Other_Junction,True,True,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,6,59,24,209,24,5,vehicle_breakdown_Bannerghata Road,vehicle_breakdown_morning_rush,0_morning_rush,unplanned_vehicle_breakdown,87618925dffffff,17,234,440,0.013742409715564077,0.009268136784915308,0.02588686481303931,0,0,0,0,0,High,0,71.91043833333333,4.289231815778505
unplanned,13.0491785,77.5549561,"Rajatha Bhavana Road, Dr K Shivaramakarantha Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2024-01-09 06:14:04.003000+00:00,closed,bmtc_bus,Non-corridor,Low,Jalahalli,2024-01-09 07:09:20.771255+00:00,,North Zone 1,Junction_Unknown,True,False,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,130,657,25,157,38,7,vehicle_breakdown_Non-corridor,vehicle_breakdown_morning_rush,0_morning_rush,unplanned_vehicle_breakdown,876014590ffffff,39,145,479,0.027156549520766772,0.02428115015974441,0.3853035143769968,0,0,0,0,0,Low,0,55.27947091666667,4.030329831289893
unplanned,12.9840929,77.6412627,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",accident,False,2024-01-09 06:14:59.987000+00:00,closed,Unknown_VehType,Old Madras Road,High,Jeevanbheemanagar,2024-01-09 07:20:25.519812+00:00,,Central Zone 1,Other_Junction,True,True,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,11,45,25,121,17,3,accident_Old Madras Road,accident_morning_rush,0_morning_rush,unplanned_accident,8761892ecffffff,24,117,323,0.011817310763334398,0.00830405621207282,0.02746726285531779,0,0,0,0,0,High,0,65.42554686666666,4.1960817244560475
unplanned,13.018784,77.7076166,"MBT Road, Gina Shalom, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,True,2024-01-09 06:17:44.007000+00:00,closed,others,Non-corridor,Low,K.R. Pura,2024-01-09 06:32:59.512871+00:00,,East Zone 2,Other_Junction,True,True,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,131,658,20,78,45,14,vehicle_breakdown_Non-corridor,vehicle_breakdown_morning_rush,0_morning_rush,unplanned_vehicle_breakdown,8761892f5ffffff,22,76,122,0.02713920817369093,0.008620689655172414,0.38537675606641125,0,0,0,0,0,Low,1,15.258431183333332,2.78861161627503
unplanned,12.8748071,77.6692195,"Hosa Road, Bhadregowda Layout, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,2024-01-09 06:52:42.542000+00:00,closed,bmtc_bus,Non-corridor,Low,Electronic City,2024-01-09 07:53:50.258449+00:00,,South Zone 1,Junction_Unknown,True,False,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,133,659,14,110,30,5,vehicle_breakdown_Non-corridor,vehicle_breakdown_morning_rush,0_morning_rush,unplanned_vehicle_breakdown,876189271ffffff,0,24,75,0.01595405232929164,0.0,0.3857689853222719,0,0,0,0,0,Low,0,61.12860748333333,4.12920655087309
unplanned,12.9454392,77.5963449,"Hosur Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",others,False,2024-01-09 07:05:18.372000+00:00,closed,Unknown_VehType,Non-corridor,Low,Wilson Garden,2024-01-09 07:24:36.652506+00:00,,Central Zone 2,Other_Junction,True,True,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,133,660,64,282,12,0,others_Non-corridor,others_morning_rush,0_morning_rush,unplanned_others,876189258ffffff,21,271,788,0.011802232854864434,0.012121212121212121,0.38596491228070173,0,0,0,0,0,Low,0,19.3046751,3.0108511600252648
unplanned,12.9833718,77.6405569,"100 Feet Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2024-01-09 07:14:23.964000+00:00,closed,others,Old Madras Road,High,Jeevanbheemanagar,2024-01-09 07:32:54.150029+00:00,,Central Zone 1,Other_Junction,True,True,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,12,46,26,122,18,4,vehicle_breakdown_Old Madras Road,vehicle_breakdown_morning_rush,0_morning_rush,unplanned_vehicle_breakdown,8761892ecffffff,25,115,330,0.01211734693877551,0.00860969387755102,0.02774234693877551,0,0,0,0,0,High,0,18.503100483333334,2.970573452075976
unplanned,13.0139185,77.5793879,"15th Main Road, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",tree_fall,False,2024-01-09 07:15:20.482000+00:00,closed,Unknown_VehType,Non-corridor,Low,Sadashivanagar,2024-01-09 08:45:51.284100+00:00,,West Zone 2,Junction_Unknown,True,False,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,134,661,27,140,45,12,tree_fall_Non-corridor,tree_fall_morning_rush,0_morning_rush,unplanned_tree_fall,8760145b2ffffff,77,314,817,0.035702900860694935,0.03474657315906918,0.3860376155562639,0,1,0,0,0,Low,0,90.51336833333333,4.516485063613261
unplanned,12.98380495,77.52899131,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",vehicle_breakdown,False,2024-01-09 08:38:02.633000+00:00,closed,lcv,Magadi Road,High,Kamakshipalya,2024-01-09 09:27:14.790578+00:00,,West Zone 2,Junction_Unknown,True,False,8,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,10,41,28,141,34,8,vehicle_breakdown_Magadi Road,vehicle_breakdown_morning_rush,0_morning_rush,unplanned_vehicle_breakdown,876014584ffffff,20,123,492,0.02388535031847134,0.00732484076433121,0.027707006369426752,0,0,0,0,0,High,0,49.2026263,3.9160673420622785
unplanned,12.9986587,77.5843121,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",vehicle_breakdown,False,2024-01-09 08:53:17.321000+00:00,closed,bmtc_bus,Bellary Road 1,High,Sadashivanagar,2024-01-09 09:01:51.577628+00:00,,West Zone 2,Junction_Unknown,True,False,8,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,20,108,29,142,46,13,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_morning_rush,0_morning_rush,unplanned_vehicle_breakdown,8760145b6ffffff,58,402,892,0.03594147582697201,0.018765903307888042,0.07697201017811704,0,0,0,0,0,High,0,8.5709438,2.2587318212918177
unplanned,13.0312568,77.5772563,"Dr Rajgopal Road, GMR Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",others,False,2024-01-09 09:06:29.490000+00:00,closed,Unknown_VehType,Non-corridor,Low,Kodigehalli,2024-01-09 19:20:53.080547+00:00,,North Zone 2,Junction_Unknown,True,False,9,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,138,667,32,174,36,1,others_Non-corridor,others_morning_rush,0_morning_rush,unplanned_others,8761892c9ffffff,6,282,604,0.025437201907790145,0.021939586645468998,0.3869634340222575,0,0,0,0,0,Low,0,614.3931757833333,6.422261373751601
unplanned,12.9789875,77.6031384,"Cubbon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-01-09 09:07:53.871000+00:00,closed,bmtc_bus,Old Madras Road,High,Shivajinagar,2024-01-09 09:38:34.246059+00:00,,Central Zone 2,Other_Junction,True,True,9,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,morning_rush,0,13,47,63,283,19,1,vehicle_breakdown_Old Madras Road,vehicle_breakdown_morning_rush,0_morning_rush,unplanned_vehicle_breakdown,8761892e9ffffff,64,408,794,0.008900190718372537,0.013668150031786395,0.027972027972027972,0,0,0,0,0,High,0,30.67291765,3.455461982925403
unplanned,12.8562547,77.6647587,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,2024-01-09 17:34:20.359000+00:00,closed,heavy_vehicle,Non-corridor,Low,Electronic City,2024-01-09 18:19:41.000275+00:00,,Zone_Unknown,Other_Junction,False,True,17,1,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,evening_rush,0,139,668,22,106,31,5,vehicle_breakdown_Non-corridor,vehicle_breakdown_evening_rush,0_evening_rush,unplanned_vehicle_breakdown,876189262ffffff,6,37,68,0.016200762388818297,0.0019059720457433292,0.3869123252858958,0,0,0,0,0,Low,0,45.34402125,3.836092292321751
unplanned,13.0128968,77.5546325,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",others,False,2024-01-09 19:33:34.358000+00:00,closed,Unknown_VehType,West of Chord Road,High,Malleshwaram,2024-01-17 21:30:02.500714+00:00,,West Zone 2,Junction_Unknown,True,False,19,1,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,evening_rush,0,6,35,31,144,16,5,others_West of Chord Road,others_evening_rush,0_evening_rush,unplanned_others,8760145b3ffffff,52,184,727,0.009203427483338623,0.02221516978736909,0.01999365280863218,0,0,0,0,0,High,0,11636.469045233333,9.361985261666282
unplanned,12.9368035,77.5173112,"Mysore Road, ITI Layout, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",others,False,2024-01-09 19:57:30.267000+00:00,closed,Unknown_VehType,Mysore Road,High,Byatarayanapura,2024-01-09 22:49:48.289211+00:00,,West Zone 1,Other_Junction,True,True,19,1,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,evening_rush,0,29,146,47,195,54,11,others_Mysore Road,others_evening_rush,0_evening_rush,unplanned_others,8760145a1ffffff,31,104,273,0.0377418331747542,0.012052013954963527,0.09134157944814462,0,0,0,0,0,High,0,172.3003701833333,5.155026332803141
unplanned,13.0315132,77.535623,"Mumbai Bengaluru Highway, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-01-09 20:31:37.609000+00:00,closed,heavy_vehicle,Tumkur Road,High,Yeshwanthpura,2024-01-09 20:48:55.187841+00:00,,West Zone 1,Other_Junction,True,True,20,1,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,late_night,0,18,86,48,196,56,9,vehicle_breakdown_Tumkur Road,vehicle_breakdown_late_night,0_late_night,unplanned_vehicle_breakdown,876014595ffffff,60,258,398,0.0329635499207607,0.01838351822503962,0.05324881141045959,0,0,0,0,0,High,0,17.292980683333333,2.906517417049129
unplanned,12.9160149,77.5650786,"Dr Rajkumar Puniya Bhoomi Road, Vijaya Colony, Yarab Nagar, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",vehicle_breakdown,False,2024-01-09 21:13:53.435000+00:00,closed,heavy_vehicle,ORR West 1,High,Banashankari,2024-01-09 23:07:01.565414+00:00,,South Zone 1,Other_Junction,True,True,21,1,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,late_night,0,7,31,15,112,18,5,vehicle_breakdown_ORR West 1,vehicle_breakdown_late_night,0_late_night,unplanned_vehicle_breakdown,8760145a4ffffff,28,110,332,0.010756089844985764,0.00506168933881683,0.017083201518506803,0,0,0,0,0,High,0,113.13550690000001,4.737386399518608
unplanned,13.0239979,77.5541726,"BK Nagar Main Road, Chikka Bandappa Layout, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",others,False,2024-01-09 21:33:02.638000+00:00,closed,Unknown_VehType,Tumkur Road,High,Yeshwanthpura,2024-01-21 04:42:28.560040+00:00,,North Zone 2,Junction_Unknown,True,False,21,1,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,late_night,0,19,87,33,175,57,10,others_Tumkur Road,others_late_night,0_late_night,unplanned_others,876014594ffffff,39,261,633,0.03320683111954459,0.002530044275774826,0.0534471853257432,0,0,0,0,0,High,0,16269.432034,9.697104753886347
unplanned,12.9796057,77.5105862,"Kengeri Main Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,2024-01-09 22:13:46.472000+00:00,closed,bmtc_bus,Non-corridor,Low,Jnanabharathi,2024-01-09 23:00:18.731483+00:00,,West Zone 1,Junction_Unknown,True,False,22,1,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,late_night,0,137,667,49,197,40,19,vehicle_breakdown_Non-corridor,vehicle_breakdown_late_night,0_late_night,unplanned_vehicle_breakdown,876014585ffffff,22,118,312,0.018003790271636132,0.011370814908401769,0.38534428300694884,0,0,0,0,0,Low,0,46.53765805,3.8615221979924743
unplanned,13.0348092,77.5285817,"Sri Anjaneya Swamy Devastanada Rasta, Block 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",others,False,2024-01-10 02:03:08.951000+00:00,closed,Unknown_VehType,Tumkur Road,High,Peenya,2024-01-21 05:42:09.797709+00:00,,West Zone 1,Other_Junction,True,True,2,2,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,night,0,19,84,49,194,26,3,others_Tumkur Road,others_night,0_night,unplanned_others,876014591ffffff,32,207,381,0.01890359168241966,0.01984877126654064,0.05356017643352237,0,0,0,0,0,High,0,16059.014111816667,9.684087866193808
unplanned,12.9039965,77.5108461,"Dr Vishnuvardhan Main Road, Kanakadas Circle, Gaanakallu, Bengaluru, Karnataka. Pin-560060 (India)",vehicle_breakdown,False,2024-01-10 02:31:56.364000+00:00,resolved,bmtc_bus,Non-corridor,Low,Kengeri,,2024-01-10 03:38:48.664553+00:00,West Zone 1,Junction_Unknown,True,False,2,2,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,night,0,137,666,50,195,9,2,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,0_night,unplanned_vehicle_breakdown,876014512ffffff,1,6,122,0.007559055118110236,0.0006299212598425197,0.3851968503937008,0,0,0,0,0,Low,0,66.87167588333334,4.217618802960293
unplanned,13.0187009,77.5584531,"CV Raman Road, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,2024-01-10 03:21:20.671000+00:00,closed,lcv,Tumkur Road,High,Yeshwanthpura,2024-01-10 03:52:23.961520+00:00,,West Zone 2,YeshwanthpuraCircle,True,True,3,2,1,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,night,0,20,85,32,144,54,11,vehicle_breakdown_Tumkur Road,vehicle_breakdown_night,0_night,unplanned_vehicle_breakdown,8760145b3ffffff,60,311,692,0.033375314861460954,0.022355163727959697,0.05384130982367758,0,0,0,0,0,High,0,31.054842,3.4674482483988402
unplanned,13.1216737,77.6108741,"Bellary Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",vehicle_breakdown,False,2024-01-10 03:50:08.478000+00:00,closed,heavy_vehicle,Bellary Road 2,High,Yelahanka,2024-01-10 04:32:58.192329+00:00,,North Zone 2,Other_Junction,True,True,3,2,1,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,night,0,18,85,32,175,95,20,vehicle_breakdown_Bellary Road 2,vehicle_breakdown_night,0_night,unplanned_vehicle_breakdown,8761892dbffffff,39,90,164,0.05254877281308999,0.008495909376966647,0.051919446192573944,0,0,0,0,0,High,0,42.82857215,3.7802859368980224
unplanned,13.0959687,77.5951418,"BB Road, Yelahanka Circle, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-01-10 05:20:33.482000+00:00,closed,bmtc_bus,Bellary Road 2,High,Yelahanka,2024-01-10 06:05:13.836943+00:00,,North Zone 2,YelhankaCircle,True,True,5,2,1,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,night,0,18,86,32,173,94,20,vehicle_breakdown_Bellary Road 2,vehicle_breakdown_night,0_night,unplanned_vehicle_breakdown,876016966ffffff,56,134,207,0.05281358063502043,0.019490726186733733,0.05218484753222257,0,0,0,0,0,High,0,44.67258238333333,3.821498170011149
unplanned,12.861995,77.6598631,"Hosur Road, Keerthi Royal Palms, Beretana Agarhara, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,2024-01-10 05:21:22.836000+00:00,closed,lcv,Non-corridor,Low,Electronic City,2024-01-10 05:39:04.411973+00:00,,South Zone 1,Junction_Unknown,True,False,5,2,1,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,night,0,134,661,16,114,32,6,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,0_night,unplanned_vehicle_breakdown,876189262ffffff,5,36,70,0.016341923318667503,0.0021998742928975488,0.3846637335009428,0,0,0,0,0,Low,0,17.692932883333334,2.9281455317531626
unplanned,12.9621751,77.630028,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",vehicle_breakdown,False,2024-01-10 05:47:23.885000+00:00,closed,bmtc_bus,Non-corridor,Low,Halasur,2024-01-10 06:25:47.970614+00:00,,Central Zone 1,Junction_Unknown,True,False,5,2,1,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,night,0,135,663,27,126,17,3,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,0_night,unplanned_vehicle_breakdown,8761892edffffff,11,141,576,0.011620603015075377,0.009108040201005025,0.3850502512562814,0,0,0,0,0,Low,0,38.401426900000004,3.673802031384155
unplanned,12.99827828,77.66343478,"4th Main Road, Rajeev Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,2024-01-10 06:11:03.651000+00:00,closed,others,ORR North 1,High,Banaswadi,2024-01-10 06:33:08.935635+00:00,,Central Zone 1,Junction_Unknown,True,False,6,2,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,morning_rush,0,11,49,28,127,53,9,vehicle_breakdown_ORR North 1,vehicle_breakdown_morning_rush,0_morning_rush,unplanned_vehicle_breakdown,8761892eeffffff,46,122,229,0.028885400313971743,0.009733124018838305,0.03139717425431711,0,0,0,0,0,High,0,22.08807725,3.1393163479198885
unplanned,12.9841979,77.6424961,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2024-01-10 07:14:53.554000+00:00,closed,bmtc_bus,Old Madras Road,High,Jeevanbheemanagar,2024-01-10 07:27:14.127167+00:00,,Central Zone 1,Other_Junction,True,True,7,2,1,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,morning_rush,0,12,48,28,128,19,5,vehicle_breakdown_Old Madras Road,vehicle_breakdown_morning_rush,0_morning_rush,unplanned_vehicle_breakdown,8761892ecffffff,26,121,311,0.012237213680577345,0.008785691873235017,0.02792594916849702,0,0,0,0,0,High,0,12.342886116666667,2.5909833676617797
unplanned,12.925018,77.6177729,"Madiwala Underpass, Madiwala Junction, Madivala, Bengaluru, Karnataka. Pin-560068 (India)",vehicle_breakdown,False,2024-01-10 08:19:02.494000+00:00,closed,bmtc_bus,Hosur Road,High,Madiwala,2024-01-10 09:05:36.575771+00:00,,South Zone 2,AyyappaTempleJunc,True,True,8,2,1,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,morning_rush,0,11,100,26,212,85,2,vehicle_breakdown_Hosur Road,vehicle_breakdown_morning_rush,0_morning_rush,unplanned_vehicle_breakdown,87618925cffffff,102,246,463,0.03544542032622334,0.04015056461731493,0.04548306148055207,0,0,0,0,0,High,0,46.56802951666667,3.8621608867707415
unplanned,12.9635623,77.5767354,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",construction,True,2024-01-10 11:27:01.520000+00:00,closed,Unknown_VehType,Mysore Road,High,City Market,2024-01-10 18:35:48.260830+00:00,,Central Zone 2,Other_Junction,True,True,11,2,1,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,midday,0,28,147,56,276,8,0,construction_Mysore Road,construction_midday,0_midday,unplanned_construction,8760145b5ffffff,61,456,828,0.0037629350893697085,0.03543430542489809,0.09093759799310129,0,0,0,0,0,High,1,428.7790138333333,6.063271155266956
unplanned,12.9828467,77.5966008,"Infantry Road, Queens Road Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",others,False,2024-01-10 19:19:48.700000+00:00,closed,Unknown_VehType,CBD 2,High,Cubbon Park,2024-02-06 01:42:46.932070+00:00,,Central Zone 2,Other_Junction,True,True,19,2,1,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,evening_rush,0,1,23,58,278,39,5,others_CBD 2,others_evening_rush,0_evening_rush,unplanned_others,8760145b4ffffff,74,497,823,0.022549326652051362,0.045098653304102725,0.01252740369558409,0,0,0,0,0,High,0,37822.9705345,10.540698321749497
unplanned,12.9955903,77.6166919,"Wheeler Road, Sindhi Colony, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",vehicle_breakdown,False,2024-01-10 19:27:08.997000+00:00,closed,bmtc_bus,Non-corridor,Low,Pulikeshinagar(F.Town),2024-01-10 20:15:51.769558+00:00,,North Zone 1,Other_Junction,True,True,19,2,1,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,evening_rush,0,133,662,27,152,15,2,vehicle_breakdown_Non-corridor,vehicle_breakdown_evening_rush,0_evening_rush,unplanned_vehicle_breakdown,8761892e9ffffff,19,156,670,0.007827175954915467,0.013775829680651221,0.38509705698184094,0,0,0,0,0,Low,0,48.712875966666665,3.906263973324757
unplanned,12.9747138,77.5487765,"G Narayana Kumar Road, Shri Balagangadharanath Swamiji Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",vehicle_breakdown,False,2024-01-10 19:31:07.512000+00:00,closed,bmtc_bus,West of Chord Road,High,Magadi Road,2024-01-10 19:56:09.355602+00:00,,West Zone 2,Other_Junction,True,True,19,2,1,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,evening_rush,0,8,37,30,146,23,4,vehicle_breakdown_West of Chord Road,vehicle_breakdown_evening_rush,0_evening_rush,unplanned_vehicle_breakdown,8760145a2ffffff,19,292,771,0.02034428794992175,0.022848200312989047,0.02034428794992175,0,0,0,0,0,High,0,25.0307267,3.2592776364039486
